PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Westhues, M; Schrag, TA; Heuer, C; Thaller, G; Utz, HF; Schipprack, W; Thiemann, A; Seifert, F; Ehret, A; Schlereth, A; Stitt, M; Nikoloski, Z; Willmitzer, L; Schon, CC; Scholten, S; Melchinger, AE				Westhues, Matthias; Schrag, Tobias A.; Heuer, Claas; Thaller, Georg; Utz, H. Friedrich; Schipprack, Wolfgang; Thiemann, Alexander; Seifert, Felix; Ehret, Anita; Schlereth, Armin; Stitt, Mark; Nikoloski, Zoran; Willmitzer, Lothar; Schoen, Chris C.; Scholten, Stefan; Melchinger, Albrecht E.			Omics-based hybrid prediction in maize	THEORETICAL AND APPLIED GENETICS																	Schrag, Anette/AAA-9344-2020; Stitt, Mark/GVT-1242-2022	Schrag, Anette/0000-0002-9872-6680; Melchinger, Albrecht E./0000-0002-8346-7786; Schlereth, Armin/0000-0001-9383-2145; Nikoloski, Zoran/0000-0003-2671-6763													0040-5752	1432-2242				SEP	2017	130	9					1927	1939		10.1007/s00122-017-2934-0	http://dx.doi.org/10.1007/s00122-017-2934-0								28647896					WOS:000408120800012
J	Zhang, ZH; Zhou, T; Liao, Q; Yao, JY; Liang, GH; Song, HX; Guan, CY; Hua, YP				Zhang, Zhen-hua; Zhou, Ting; Liao, Qiong; Yao, Jun-yue; Liang, Gui-hong; Song, Hai-xing; Guan, Chun-yun; Hua, Ying-peng			Integrated physiologic, genomic and transcriptomic strategies involving the adaptation of allotetraploid rapeseed to nitrogen limitation	BMC PLANT BIOLOGY																	Guo, Liang/AAW-4739-2021	Guo, Liang/0000-0001-7191-5062													1471-2229					DEC 4	2018	18								322	10.1186/s12870-018-1507-y	http://dx.doi.org/10.1186/s12870-018-1507-y								30509163					WOS:000451992000004
J	Kumar, S; Hash, CT; Nepolean, T; Satyavathi, CT; Singh, G; Mahendrakar, MD; Yadav, RS; Srivastava, RK				Kumar, Sushil; Hash, C. Tom; Nepolean, T.; Satyavathi, C. Tara; Singh, Govind; Mahendrakar, Mahesh D.; Yadav, Rattan S.; Srivastava, Rakesh K.			Mapping QTLs Controlling Flowering Time and Important Agronomic Traits in Pearl Millet	FRONTIERS IN PLANT SCIENCE																	Chellapilla, Tara Satyavathi/AAH-8545-2019; Kumar, Sushil/AAC-9502-2020; Mahendrakar, Mahesh D/I-5929-2018	Kumar, Sushil/0000-0003-3767-8846; Mahendrakar, Mahesh D/0000-0003-1052-0109; Yadav, Professor Rattan/0000-0001-6132-4541; Srivastava, Rakesh K/0000-0001-6715-0386													1664-462X					DEC 20	2017	8								1731	10.3389/fpls.2017.01731	http://dx.doi.org/10.3389/fpls.2017.01731								29326729					WOS:000418365100001
J	Meier, NA; Malla, S; Oakes, JC; Murphy, JP; Baik, BK; Chao, S; Griffey, CA				Meier, Nicholas A.; Malla, Subas; Oakes, Joseph C.; Murphy, J. Paul; Baik, Byung-Kee; Chao, Shiaoman; Griffey, Carl A.			Registration of three soft red winter wheat germplasm lines with exceptional milling and cookie baking performance	JOURNAL OF PLANT REGISTRATIONS																															1936-5209	1940-3496				SEP	2020	14	3					450	456		10.1002/plr2.20055	http://dx.doi.org/10.1002/plr2.20055													WOS:000616284400028
J	Fernandes, CC; Andrade, MHML; Nunes, JAR; Jarquin, DH; Rios, EF				Fernandes Filho, Claudio Carlos; Andrade, Mario Henrique Murad Leite; Nunes, Jose Airton Rodrigues; Jarquin, Diego Hernandez; Rios, Esteban Fernando			Genomic prediction for complex traits across multiples harvests in alfalfa (Medicago sativa L.) is enhanced by enviromics	PLANT GENOME																	Rios, Esteban Fernando/ABH-3946-2020; Andrade, Mario/AAR-8758-2020; Nunes, Jose Airton/S-3584-2016	Rios, Esteban Fernando/0000-0003-3389-7195; JARQUIN, DIEGO/0000-0002-5098-2060; Nunes, Jose Airton/0000-0002-6260-7890; Andrade, Mario/0000-0003-2773-9799														1940-3372				JUN	2023	16	2								10.1002/tpg2.20306	http://dx.doi.org/10.1002/tpg2.20306		FEB 2023						36815221					WOS:000936424300001
J	Nguyen, PTT; Shi, F; Wang, JP; Badenhorst, PEE; Spangenberg, GCC; Smith, KFF; Daetwyler, HDD				Nguyen, Phat T. T.; Shi, Fan; Wang, Junping; Badenhorst, Pieter E. E.; Spangenberg, German C. C.; Smith, Kevin F. F.; Daetwyler, Hans D. D.			Within and combined season prediction models for perennial ryegrass biomass yield using ground- and air-based sensor data	FRONTIERS IN PLANT SCIENCE																	Daetwyler, Hans D/H-9775-2019														1664-462X					AUG 8	2022	13								950720	10.3389/fpls.2022.950720	http://dx.doi.org/10.3389/fpls.2022.950720								36003811					WOS:000843485300001
J	Wurschum, T; Leiser, WL; Longin, CFH				Wuerschum, Tobias; Leiser, Willmar L.; Longin, C. Friedrich H.			Molecular genetic characterization and association mapping in spelt wheat	PLANT BREEDING																		Wurschum, Tobias/0000-0002-7397-7731													0179-9541	1439-0523				APR	2017	136	2					214	223		10.1111/pbr.12462	http://dx.doi.org/10.1111/pbr.12462													WOS:000398638700012
J	Li, YJ; Shi, F; Lin, ZB; Robinson, H; Moody, D; Rattey, A; Godoy, J; Mullan, D; Keeble-Gagnere, G; Hayden, MJ; Tibbits, JFG; Daetwyler, HD				Li, Yongjun; Shi, Fan; Lin, Zibei; Robinson, Hannah; Moody, David; Rattey, Allan; Godoy, Jayfred; Mullan, Daniel; Keeble-Gagnere, Gabriel; Hayden, Matthew J.; Tibbits, Josquin F. G.; Daetwyler, Hans D.			Benefit of Introgression Depends on Level of Genetic Trait Variation in Cereal Breeding Programmes	FRONTIERS IN PLANT SCIENCE																	Daetwyler, Hans D/H-9775-2019	Mullan, Daniel/0000-0001-8651-1503													1664-462X					JUN 15	2022	13								786452	10.3389/fpls.2022.786452	http://dx.doi.org/10.3389/fpls.2022.786452								35783964					WOS:000817975400001
J	Delfini, J; Moda-Cirino, V; Neto, JD; Zeffa, DM; Nogueira, AF; Ribeiro, LAB; Ruas, PM; Gepts, P; Goncalves, LSA				Delfini, Jessica; Moda-Cirino, Vania; dos Santos Neto, Jose; Zeffa, Douglas Mariani; Nogueira, Alison Fernando; Brandao Ribeiro, Luriam Aparecida; Ruas, Paulo Mauricio; Gepts, Paul; Azeredo Goncalves, Leandro Simoes			Genome-Wide Association Study Identifies Genomic Regions for Important Morpho-Agronomic Traits in Mesoamerican Common Bean	FRONTIERS IN PLANT SCIENCE																	Gepts, Paul/B-4417-2009	Gepts, Paul/0000-0002-1056-4665													1664-462X					OCT 7	2021	12								748829	10.3389/fpls.2021.748829	http://dx.doi.org/10.3389/fpls.2021.748829								34691125					WOS:000710667900001
J	Alahmad, S; Dinglasan, E; Leung, KM; Riaz, A; Derbal, N; Voss-Fels, KP; Able, JA; Bassi, FM; Christopher, J; Hickey, LT				Alahmad, Samir; Dinglasan, Eric; Leung, Kung Ming; Riaz, Adnan; Derbal, Nora; Voss-Fels, Kai P.; Able, Jason A.; Bassi, Filippo M.; Christopher, Jack; Hickey, Lee T.			Speed breeding for multiple quantitative traits in durum wheat	PLANT METHODS																	Hickey, Lee Thomas/AEA-2000-2022; Dinglasan, Eric/AAH-4104-2019; Bassi, Filippo/AAG-4909-2021; Christopher, John/AAC-6505-2020	Dinglasan, Eric/0000-0002-4824-5977; Christopher, John/0000-0001-8873-1059; Hickey, Lee/0000-0001-6909-7101; Bassi, Filippo Maria/0000-0002-1164-5598; Voss-Fels, Kai Peter/0000-0003-0782-366X; Able, Jason/0000-0003-3207-6301														1746-4811				MAY 14	2018	14								36	10.1186/s13007-018-0302-y	http://dx.doi.org/10.1186/s13007-018-0302-y								29785201					WOS:000432237600001
J	Liu, WX; Leiser, WL; Reif, JC; Tucker, MR; Losert, D; Weissmann, S; Hahn, V; Maurer, HP; Wurschum, T				Liu, Wenxin; Leiser, Willmar L.; Reif, Jochen C.; Tucker, Matthew R.; Losert, Dominik; Weissmann, Sigrid; Hahn, Volker; Maurer, Hans Peter; Wuerschum, Tobias			Multiple-line cross QTL mapping for grain yield and thousand kernel weight in triticale	PLANT BREEDING																	Liu, Wenxin/AAI-3539-2020; Tucker, Matthew R/C-6207-2008	Tucker, Matthew R/0000-0003-4661-6700; Reif, Jochen/0000-0002-6742-265X; Wurschum, Tobias/0000-0002-7397-7731													0179-9541	1439-0523				OCT	2016	135	5					567	573		10.1111/pbr.12400	http://dx.doi.org/10.1111/pbr.12400													WOS:000385669300006
J	Ariza-Suarez, D; Keller, B; Spescha, A; Aparicio, JS; Mayor, V; Portilla-Benavides, AE; Buendia, HF; Bueno, JM; Studer, B; Raatz, B				Ariza-Suarez, Daniel; Keller, Beat; Spescha, Anna; Aparicio, Johan Steven; Mayor, Victor; Portilla-Benavides, Ana Elizabeth; Buendia, Hector Fabio; Bueno, Juan Miguel; Studer, Bruno; Raatz, Bodo			Genetic analysis of resistance to bean leaf crumple virus identifies a candidate LRR-RLK gene	PLANT JOURNAL																		Spescha, Anna/0000-0002-9184-2937; Ariza-Suarez, Daniel/0000-0002-1871-3514; raatz, bodo/0000-0003-0556-0691; Studer, Bruno/0000-0001-8795-0719; Keller, Beat/0000-0001-5852-6660; Portilla, Ana Elisabeth/0000-0002-8397-848X; Mayor, Victor Manuel/0000-0002-7775-6872													0960-7412	1365-313X				APR	2023	114	1					23	38		10.1111/tpj.15810	http://dx.doi.org/10.1111/tpj.15810		FEB 2023						35574650					WOS:000936963700001
S	Butruille, DV; Birru, FH; Boerboom, ML; Cargill, EJ; Davis, DA; Dhungana, P; Dill, GM; Dong, FG; Fonseca, AE; Gardunia, BW; Holland, GJ; Hong, N; Linnen, P; Nickson, TE; Polavarapu, N; Pataky, JK; Popi, J; Stark, SB		Janick, J		Butruille, David V.; Birru, Fufa H.; Boerboom, Mary L.; Cargill, Edward J.; Davis, Duane A.; Dhungana, Prabhakar; Dill, Gerald M., Jr.; Dong, Fenggao; Fonseca, Agustin E.; Gardunia, Brian W.; Holland, Gregory J.; Hong, Nan; Linnen, Paul; Nickson, Thomas E.; Polavarapu, Nalini; Pataky, Jerald K.; Popi, Jon; Stark, Steve B.			Maize Breeding in the United States: Views from Within Monsanto	PLANT BREEDING REVIEWS, VOL 39	Plant Breeding Reviews																														0730-2207		978-1-119-10773-6; 978-1-119-10771-2				2015	39						199	282				10.1002/9781119107743												WOS:000385573900005
J	Stange, M; Utz, HF; Schrag, TA; Melchinger, AE; Wurschum, T				Stange, Michael; Utz, H. Friedrich; Schrag, Tobias A.; Melchinger, Albrecht E.; Wuerschum, Tobias			High-density genotyping: an overkill for QTL mapping? Lessons learned from a case study in maize and simulations	THEORETICAL AND APPLIED GENETICS																	Schrag, Anette/AAA-9344-2020	Schrag, Anette/0000-0002-9872-6680; Schrag, Tobias/0000-0001-7025-6632; Wurschum, Tobias/0000-0002-7397-7731; Melchinger, Albrecht E./0000-0002-8346-7786													0040-5752	1432-2242				OCT	2013	126	10					2563	2574		10.1007/s00122-013-2155-0	http://dx.doi.org/10.1007/s00122-013-2155-0								23860723					WOS:000324873400011
J	Crain, J; Haghighattalab, A; DeHaan, L; Poland, J				Crain, Jared; Haghighattalab, Atena; DeHaan, Lee; Poland, Jesse			Development of whole-genome prediction models to increase the rate of genetic gain in intermediate wheatgrass (Thinopyrum intermedium) breeding	PLANT GENOME																	Crain, Jared/AAE-4409-2022; Poland, Jesse/HKO-1284-2023; DeHaan, Lee R./AAF-5048-2019	Crain, Jared/0000-0001-9484-8325; DeHaan, Lee R./0000-0002-6368-5241; Haghighattalab, Atena/0000-0003-3707-5551														1940-3372				JUL	2021	14	2							e20089	10.1002/tpg2.20089	http://dx.doi.org/10.1002/tpg2.20089		APR 2021						33900690					WOS:000643922500001
J	Saradadevi, R; Mukankusi, C; Li, L; Amongi, W; Mbiu, JP; Raatz, B; Ariza, D; Beebe, S; Varshney, RK; Huttner, E; Kinghorn, B; Banks, R; Rubyogo, JC; Siddique, KHM; Cowling, WA				Saradadevi, Renu; Mukankusi, Clare; Li, Li; Amongi, Winnyfred; Mbiu, Julius Peter; Raatz, Bodo; Ariza, Daniel; Beebe, Steve; Varshney, Rajeev K.; Huttner, Eric; Kinghorn, Brian; Banks, Robert; Rubyogo, Jean Claude; Siddique, Kadambot H. M.; Cowling, Wallace A.			Multivariate genomic analysis and optimal contributions selection predicts high genetic gains in cooking time, iron, zinc, and grain yield in common beans in East Africa	PLANT GENOME																	Siddique, Kadambot H.M./B-3462-2011; Amongi, Winnnyfred/GLS-8895-2022; Cowling, Wallace/B-3879-2009; Li, Li/ABI-2358-2022; Varshney, Rajeev K/C-5295-2014	Siddique, Kadambot H.M./0000-0001-6097-4235; Amongi, Winnnyfred/0000-0001-8532-2348; Cowling, Wallace/0000-0002-3101-7695; Li, Li/0000-0002-3601-9729; Varshney, Rajeev K/0000-0002-4562-9131; raatz, bodo/0000-0003-0556-0691; Saradadevi, Renu/0000-0001-9436-2392; Ariza-Suarez, Daniel/0000-0002-1871-3514														1940-3372				NOV	2021	14	3							e20156	10.1002/tpg2.20156	http://dx.doi.org/10.1002/tpg2.20156		OCT 2021						34704366					WOS:000711269000001
J	Padua, JMV; Dias, KOD; Pastina, MM; de Souza, JC; Queiroz, VAV; da Costa, RV; da Silva, MBP; Ribeiro, CAG; Guimaraes, CT; Gezan, SA; Guimaraes, LJM				Villela Padua, Jose Maria; Das Gracas Dias, Kaio Olimpio; Pastina, Maria Marta; de Souza, Joao Candido; Vieira Queiroz, Valeria Aparecida; da Costa, Rodrigo Veras; Pereira da Silva, Maria Beatriz; Gomes Ribeiro, Carlos Alexandre; Guimaraes, Claudia Teixeira; Gezan, Salvador Alejandro; Moreira Guimaraes, Lauro Jose			A multi-environment trials diallel analysis provides insights on the inheritance of fumonisin contamination resistance in tropical maize	EUPHYTICA																	VERAS DA COSTA, RODRIGO/IUN-0980-2023; Pastina, Maria Marta/F-9216-2011	Pastina, Maria Marta/0000-0002-9112-3457; Olimpio das Gracas Dias, Kaio/0000-0002-9171-1021													0014-2336	1573-5060				OCT	2016	211	3					277	285		10.1007/s10681-016-1722-2	http://dx.doi.org/10.1007/s10681-016-1722-2													WOS:000385088800001
J	Keller, B; Ariza-Suarez, D; Portilla-Benavides, AE; Buendia, HF; Aparicio, JS; Amongi, W; Mbiu, J; Msolla, SN; Miklas, P; Porch, TG; Burridge, J; Mukankusi, C; Studer, B; Raatz, B				Keller, Beat; Ariza-Suarez, Daniel; Portilla-Benavides, Ana Elisabeth; Buendia, Hector Fabio; Aparicio, Johan Steven; Amongi, Winnyfred; Mbiu, Julius; Msolla, Susan Nchimbi; Miklas, Phillip; Porch, Timothy G.; Burridge, James; Mukankusi, Clare; Studer, Bruno; Raatz, Bodo			Improving Association Studies and Genomic Predictions for Climbing Beans With Data From Bush Bean Populations	FRONTIERS IN PLANT SCIENCE																	Amongi, Winnnyfred/GLS-8895-2022	Amongi, Winnnyfred/0000-0001-8532-2348; Keller, Beat/0000-0001-5852-6660; Ariza-Suarez, Daniel/0000-0002-1871-3514; Studer, Bruno/0000-0001-8795-0719													1664-462X					APR 25	2022	13								830896	10.3389/fpls.2022.830896	http://dx.doi.org/10.3389/fpls.2022.830896								35557726					WOS:000805941500001
J	Tomkowiak, A; Bocianowski, J; Radzikowska, D; Kowalczewski, PL				Tomkowiak, Agnieszka; Bocianowski, Jan; Radzikowska, Dominika; Kowalczewski, Przemyslaw Lukasz			Selection of Parental Material to Maximize Heterosis Using SNP and SilicoDarT Markers in Maize	PLANTS-BASEL																	Kowalczewski, Przemysław/E-8988-2018; Tomkowiak, Agnieszka/AAH-1526-2020; Radzikowska, Dominika/R-6357-2018	Kowalczewski, Przemysław/0000-0002-0153-4624; Tomkowiak, Agnieszka/0000-0001-9516-8911; Radzikowska, Dominika/0000-0001-6989-1348; Bocianowski, Jan/0000-0002-0102-0084														2223-7747				SEP	2019	8	9							349	10.3390/plants8090349	http://dx.doi.org/10.3390/plants8090349								31540117					WOS:000487958100014
J	Massman, JM; Gordillo, A; Lorenzana, RE; Bernardo, R				Massman, Jon M.; Gordillo, Andres; Lorenzana, Robenzon E.; Bernardo, Rex			Genomewide predictions from maize single-cross data	THEORETICAL AND APPLIED GENETICS																															0040-5752	1432-2242				JAN	2013	126	1					13	22		10.1007/s00122-012-1955-y	http://dx.doi.org/10.1007/s00122-012-1955-y								22886355					WOS:000313056900002
J	Rapp, M; Sieber, A; Kazman, E; Leiser, WL; Wurschum, T; Longin, CFH				Rapp, M.; Sieber, A.; Kazman, Ebrahim; Leiser, Willmar L.; Wuerschum, T.; Longin, C. F. H.			Evaluation of the genetic architecture and the potential of genomics-assisted breeding of quality traits in two large panels of durum wheat	THEORETICAL AND APPLIED GENETICS																		Leiser, Willmar Lukas/0000-0001-5964-5610; Wurschum, Tobias/0000-0002-7397-7731; Rapp, Matthias/0000-0003-4962-1505													0040-5752	1432-2242				JUN	2019	132	6					1873	1886		10.1007/s00122-019-03323-2	http://dx.doi.org/10.1007/s00122-019-03323-2								30887094					WOS:000468854300018
J	Roth, L; Fossati, D; Krahenbuhl, P; Walter, A; Hund, A				Roth, Lukas; Fossati, Dario; Krahenbuhl, Patrick; Walter, Achim; Hund, Andreas			Image-based phenomic prediction can provide valuable decision support in wheat breeding	THEORETICAL AND APPLIED GENETICS																	Roth, Lukas/AAB-9656-2019	Roth, Lukas/0000-0003-1435-9535													0040-5752	1432-2242				JUL	2023	136	7							162	10.1007/s00122-023-04395-x	http://dx.doi.org/10.1007/s00122-023-04395-x								37368140					WOS:001022368800002
J	Niehoff, T; Pook, T; Gholami, M; Beissinger, T				Niehoff, Tobias; Pook, Torsten; Gholami, Mahmood; Beissinger, Timothy			Imputation of low-density marker chip data in plant breeding: Evaluation of methods based on sugar beet	PLANT GENOME																		Pook, Torsten/0000-0001-7874-8500; Niehoff, Tobias/0000-0003-3046-6699														1940-3372				DEC	2022	15	4								10.1002/tpg2.20257	http://dx.doi.org/10.1002/tpg2.20257		OCT 2022						36258672					WOS:000869622200001
J	Kumar, S; Singh, RP; Joshi, AK; Roder, MS; Chhuneja, P; Mavi, GS; Kumar, U				Kumar, Suneel; Singh, Ravi P.; Joshi, Arun Kumar; Roeder, Marion S.; Chhuneja, Parveen; Mavi, Gurvinder S.; Kumar, Uttam			Association of Lr34 gene complex with spot blotch disease resistance at molecular level in wheat (Triticum aestivum L.)	INDIAN JOURNAL OF GENETICS AND PLANT BREEDING																	SAB, Parveen Chhuneja -/H-5456-2019; Singh, Ravi Prakash/I-5575-2019; kumar, suneel/F-4284-2019; Röder, Marion S/B-1448-2013; Kumar, Uttam/ABB-1035-2021	Röder, Marion S/0000-0002-9313-0650; Kumar, Uttam/0000-0002-6618-3810													0019-5200	0975-6906				AUG	2018	78	3					302	308		10.31742/IJGPB.78.3.11	http://dx.doi.org/10.31742/IJGPB.78.3.11													WOS:000447357000003
J	Velazco, JG; Rodriguez-Alvarez, MX; Boer, MP; Jordan, DR; Eilers, PHC; Malosetti, M; van Eeuwijk, FA				Velazco, Julio G.; Xose Rodriguez-Alvarez, Maria; Boer, Martin P.; Jordan, David R.; Eilers, Paul H. C.; Malosetti, Marcos; van Eeuwijk, Fred A.			Modelling spatial trends in sorghum breeding field trials using a two-dimensional P-spline mixed model	THEORETICAL AND APPLIED GENETICS																	Malosetti, Marcos/J-7685-2013; Rodríguez - Álvarez, María Xosé/K-9193-2014; Jordan, David R/A-7103-2011	Malosetti, Marcos/0000-0002-8150-1397; Rodríguez - Álvarez, María Xosé/0000-0002-1329-9238; Jordan, David R/0000-0002-8128-1304; Boer, Martin P./0000-0002-1879-4588													0040-5752	1432-2242				JUL	2017	130	7					1375	1392		10.1007/s00122-017-2894-4	http://dx.doi.org/10.1007/s00122-017-2894-4								28374049					WOS:000403507100004
J	Khan, MA; Tong, F; Wang, WB; He, JB; Zhao, TJ; Gai, JY				Khan, Mueen Alam; Tong, Fei; Wang, Wubin; He, Jianbo; Zhao, Tuanjie; Gai, Junyi			Analysis of QTL-allele system conferring drought tolerance at seedling stage in a nested association mapping population of soybean [Glycine max (L.) Merr.] using a novel GWAS procedure	PLANTA																	He, Jianbo/H-4917-2018; Mehmood, Khalid/Y-5882-2019	He, Jianbo/0000-0002-9685-7564; Mehmood, Khalid/0000-0003-4720-8792													0032-0935	1432-2048				OCT	2018	248	4					947	962		10.1007/s00425-018-2952-4	http://dx.doi.org/10.1007/s00425-018-2952-4								29980855					WOS:000445160100015
J	da Silva, AC; Sant'Anna, ID; Peixoto, MA; Torres, LG; Siqueira, MJS; da Costa, WG; Azevedo, CF; Soares, PC; Cruz, CD				da Silva Junior, Antonio Carlos; Sant'Anna, Isabela de Castro; Peixoto, Marco Antonio; Torres, Livia Gomes; Silva Siqueira, Michele Jorge; da Costa, Weverton Gomes; Azevedo, Camila Ferreira; Soares, Plinio Cesar; Cruz, Cosme Damiao			Multiple-trait model through Bayesian inference applied to flood-irrigated rice (Oryza sativa L)	EUPHYTICA																		Silva Junior, Antonio Carlos da/0000-0002-4200-6182													0014-2336	1573-5060				SEP	2022	218	9							124	10.1007/s10681-022-03077-x	http://dx.doi.org/10.1007/s10681-022-03077-x													WOS:000836779700002
J	Gapare, W; Conaty, W; Zhu, QH; Liu, SM; Stiller, W; Llewellyn, D; Wilson, I				Gapare, Washington; Conaty, Warren; Zhu, Qian-Hao; Liu, Shiming; Stiller, Warwick; Llewellyn, Danny; Wilson, Iain			Genome-wide association study of yield components and fibre quality traits in a cotton germplasm diversity panel	EUPHYTICA																	Zhu, Qian-Hao/A-1298-2010; Gapare, Washington/AAD-8335-2021; Llewellyn, Danny J/D-5230-2009; Conaty, Warren/AAU-1548-2021; Conaty, Warren C/B-8153-2011; Wilson, Iain/D-4839-2009; Gapare, Washington/I-2938-2012	Zhu, Qian-Hao/0000-0002-6505-7417; Llewellyn, Danny J/0000-0001-9535-8707; Conaty, Warren/0000-0003-1278-153X; Conaty, Warren C/0000-0003-1278-153X; Wilson, Iain/0000-0002-4626-8059; Gapare, Washington/0000-0002-9787-8543													0014-2336	1573-5060				MAR	2017	213	3							66	10.1007/s10681-017-1855-y	http://dx.doi.org/10.1007/s10681-017-1855-y													WOS:000396111600009
