"Publication_Type","Authors","Article_Name","Journal","Year","Type"
"J","Eneji, AE; Honna, T; Yamamoto, S; Saito, T; Masuda, T","Nitrogen transformation in four Japanese soils following manure plus urea amendment","COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS",2002,"Transgenic"
"J","Ozparpucu, M; Gierlinger, N; Burgert, I; Van Acker, R; Vanholme, R; Boerjan, W; Pilate, G; Dejardin, A; Ruggeberg, M","The effect of altered lignin composition on mechanical properties of CINNAMYL ALCOHOL DEHYDROGENASE (CAD) deficient poplars","PLANTA",2018,"Transgenic"
"J","Bate, N; Spurr, C; Foster, GD; Twell, D","Maturation-specific translational enhancement mediated by the 5'-UTR of a late pollen transcript","PLANT JOURNAL",1996,"Transgenic"
"J","Shih, HD; Lin, YC; Huang, HC; Tzeng, KC; Hsu, ST","A DNA probe for identification of Xanthomonas campestris pv. campestris, the causal organism of black rot of crucifers in Taiwan","BOTANICAL BULLETIN OF ACADEMIA SINICA",2000,"Transgenic"
"J","Gray, BN; Yang, HJ; Ahner, BA; Hanson, MR","An efficient downstream box fusion allows high-level accumulation of active bacterial beta-glucosidase in tobacco chloroplasts","PLANT MOLECULAR BIOLOGY",2011,"Transgenic"
"J","Farooq, TH; Shakoor, A; Rashid, MHU; Zhang, SY; Wu, PF; Yan, WD","Annual Growth Progression, Nutrient Transformation, and Carbon Storage in Tissues of Cunninghamia lanceolata Monoculture in Relation to Soil Quality Indicators Influenced by Intraspecific Competition Intensity","JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION",2021,"Transgenic"
"J","Ramstein, GP; Jensen, SE; Buckler, ES","Breaking the curse of dimensionality to identify causal variants in Breeding 4","THEORETICAL AND APPLIED GENETICS",2019,"Transgenic"
"J","Chong, BF; Bonnett, GD; Glassop, D; O'Shea, MG; Brumbley, SM","Growth and metabolism in sugarcane are altered by the creation of a new hexose-phosphate sink","PLANT BIOTECHNOLOGY JOURNAL",2007,"Transgenic"
"J","Fiasconaro, ML; Gogorcena, Y; Munoz, F; Andueza, D; Sanchez-Diaz, M; Antolin, MC","Effects of nitrogen source and water availability on stem carbohydrates and cellulosic bioethanol traits of alfalfa plants","PLANT SCIENCE",2012,"Transgenic"
"J","Parsons, JL; Martin, SL; James, T; Golenia, G; Boudko, EA; Hepworth, SR","Polyploidization for the Genetic Improvement of Cannabis sativa","FRONTIERS IN PLANT SCIENCE",2019,"Transgenic"
"J","Li, JH; Dai, JG; Chen, XG; Zhu, P","Microbial transformation of cephalomannine by Luteibacter sp.","JOURNAL OF NATURAL PRODUCTS",2007,"Transgenic"
"S","Mehrotra, S; Mishra, S; Srivastava, V","Bioreactor Technology for Hairy Roots Cultivation","BIOPROCESSING OF PLANT IN VITRO SYSTEMS",2018,"Transgenic"
"J","Li, XJ; Guo, X; Zhou, YH; Shi, K; Zhou, J; Yu, JQ; Xia, XJ","Overexpression of a brassinosteroid biosynthetic gene Dwarf enhances photosynthetic capacity through activation of Calvin cycle enzymes in tomato","BMC PLANT BIOLOGY",2016,"Transgenic"
"J","Youssef, SM; Amaya, I; Lopez-Aranda, JM; Sesmero, R; Valpuesta, V; Casadoro, G; Blanco-Portales, R; Pliego-Alfaro, F; Quesada, MA; Mercado, JA","Effect of simultaneous down-regulation of pectate lyase and endo-beta-1,4-glucanase genes on strawberry fruit softening","MOLECULAR BREEDING",2013,"Transgenic"
"J","Iquebal, MA; Soren, KR; Gangwar, P; Shanmugavadivel, PS; Aravind, K; Singla, D; Jaiswal, S; Jasrotia, RS; Chaturvedi, SK; Singh, NP; Varshney, RK; Rai, A; Kumar, D","Discovery of Putative Herbicide Resistance Genes and Its Regulatory Network in Chickpea Using Transcriptome Sequencing","FRONTIERS IN PLANT SCIENCE",2017,"Transgenic"
"J","Randolph-Anderson, BL; Sato, R; Johnson, AM; Harris, EH; Hauser, CR; Oeda, K; Ishige, F; Nishio, S; Gillham, NW; Boynton, JE","Isolation and characterization of a mutant protoporphyrinogen oxidase gene from Chlamydomonas reinhardtii conferring resistance to porphyric herbicides","PLANT MOLECULAR BIOLOGY",1998,"Transgenic"
"J","Marchezan, C; Ferreira, PAA; Silva, LS; Bacca, A; Krug, AV; Nicoloso, FT; Tarouco, CP; Tiecher, TL; Brunetto, G; Ceretta, CA","Nitrogen Availability and Physiological Response of Corn After 12 Years with Organic and Mineral Fertilization","JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION",2020,"Transgenic"
"J","Pan, ZJ; Hung, YL; Chen, TY; Shih, YA; Lin, YCJ; Wang, CN","Development of a petal protoplast transfection system for Sinningia speciosa","APPLICATIONS IN PLANT SCIENCES",2022,"Transgenic"
"J","Benyammi, R; Paris, C; Khelifi-Slaoui, M; Zaoui, D; Belabbassi, O; Bakiri, N; Aci, MM; Harfi, B; Malik, S; Makhzoum, A; Desobry, S; Khelifi, L","Screening and kinetic studies of catharanthine and ajmalicine accumulation and their correlation with growth biomass in Catharanthus roseus hairy roots","PHARMACEUTICAL BIOLOGY",2016,"Transgenic"
"J","Koenning, SR; Bowman, DT","Cotton tolerance to Hoplolaimus columbus and impact on population densities","PLANT DISEASE",2005,"Transgenic"
"J","Das, U; Rahman, MM; Roy, ZR; Rahman, MM; Kabir, AH","Morpho-physiological retardations due to iron toxicity involve redox imbalance rather than photosynthetic damages in tomato","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2020,"Transgenic"
"J","Sun, ZJ; Li, JY; Guo, DM; Wang, TC; Tian, YK; Ma, CQ; Liu, XL; Wang, CH; Zheng, XD","Melatonin enhances KCl salinity tolerance by maintaining K+ homeostasis in Malus hupehensis","PLANT BIOTECHNOLOGY JOURNAL",2023,"Transgenic"
"J","Zhang, JF","Registration of 'Acala 1517-21' Cotton Cultivar","JOURNAL OF PLANT REGISTRATIONS",2020,"Transgenic"
"J","Yasuor, H; Abu-Abied, M; Belausov, E; Madmony, A; Sadot, E; Riov, J; Rubin, B","Glyphosate-induced anther indehiscence in cotton is partially temperature dependent and involves cytoskeleton and secondary wall modifications and auxin accumulation","PLANT PHYSIOLOGY",2006,"Transgenic"
"J","Manzano, D; Busquets, A; Closa, M; Hoyerova, K; Schaller, H; Kaminek, M; Arro, M; Ferrer, A","Overexpression of farnesyl diphosphate synthase in Arabidopsis mitochondria triggers light-dependent lesion formation and alters cytokinin homeostasis","PLANT MOLECULAR BIOLOGY",2006,"Transgenic"
"J","Feng, Y; Wang, Y; Zhang, GF; Gan, ZY; Gao, M; Lv, JH; Wu, T; Zhang, XZ; Xu, XF; Yang, SH; Han, ZH","Group-C/S1 bZIP heterodimers regulate MdIPT5b to negatively modulate drought tolerance in apple species","PLANT JOURNAL",2021,"Transgenic"
"J","Zhang, Y; Ananyev, G; Matsuoka, A; Dismukes, GC; Maliga, P","Cyanobacterial photosystem II reaction center design in tobacco chloroplasts increases biomass in low light","PLANT PHYSIOLOGY",2023,"Transgenic"
"J","He, YJ; Liu, Y; Li, MZ; Lamin-Samu, AT; Yang, DD; Yu, XL; Izhar, M; Jan, I; Ali, M; Lu, G","The Arabidopsis SMALL AUXIN UP RNA32 Protein Regulates ABA-Mediated Responses to Drought Stress","FRONTIERS IN PLANT SCIENCE",2021,"Transgenic"
"J","Li, JT; Wang, NA; Xin, HP; Li, SH","Overexpression of VaCBF4, a Transcription Factor from Vitis amurensis, Improves Cold Tolerance Accompanying Increased Resistance to Drought and Salinity in Arabidopsis","PLANT MOLECULAR BIOLOGY REPORTER",2013,"Transgenic"
"J","Wang, CH; Butterbach-Bahl, K; Han, Y; Wang, QB; Zhang, LH; Han, XG; Xing, XR","The effects of biomass removal and N additions on microbial N transformations and biomass at different vegetation types in an old-field ecosystem in northern China","PLANT AND SOIL",2011,"Transgenic"
"J","WHITE, TC; SIMMONDS, D; DONALDSON, P; SINGH, J","REGULATION OF BN115, A LOW-TEMPERATURE-RESPONSIVE GENE FROM WINTER BRASSICA-NAPUS","PLANT PHYSIOLOGY",1994,"Transgenic"
"J","Lee, OS; Kang, YM; Jung, HY; Min, JY; Kang, SM; Karigar, CS; Prasad, DT; Bahk, JD; Choi, MS","Enhanced production of tropane alkaloids in Scopolia parviflora by introducing the PMT (putrescine N-methyltransferase) gene","IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT",2005,"Transgenic"
"J","Bohner, S; Lenk, I; Rieping, M; Herold, M; Gatz, C","Transcriptional activator TGV mediates dexamethasone-inducible and tetracycline-inactivatable gene expression","PLANT JOURNAL",1999,"Transgenic"
"J","Bussis, D; von Groll, U; Fisahn, J; Altmann, T","Stomatal aperture can compensate altered stomatal density in Arabidopsis thaliana at growth light conditions","FUNCTIONAL PLANT BIOLOGY",2006,"Transgenic"
"J","Chen, YA; Feng, PP; Zhang, XW; Xie, QL; Chen, GP; Zhou, S; Hu, ZL","Silencing of SlMYB50 affects tolerance to drought and salt stress in tomato","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2022,"Transgenic"
"J","NOMMIK, H; PLUTH, DJ; LARSSON, K; MAHENDRAPPA, MK","ISOTOPIC FRACTIONATION ACCOMPANYING FERTILIZER NITROGEN TRANSFORMATIONS IN SOIL AND TREES OF A SCOTS SPINE ECOSYSTEM","PLANT AND SOIL",1994,"Transgenic"
"J","Huang, KL; Tian, J; Wang, H; Fu, YF; Li, Y; Zheng, Y; Li, XB","Fatty acid export protein BnFAX6 functions in lipid synthesis and axillary bud growth in Brassica napus","PLANT PHYSIOLOGY",2021,"Transgenic"
"J","Zhang, JF; Sanogo, S; Flynn, R; Baral, JB; Bajaj, S; Hughs, SE; Percy, RG","Germplasm evaluation and transfer of Verticillium wilt resistance from Pima (Gossypium barbadense) to Upland cotton (G. hirsutum)","EUPHYTICA",2012,"Transgenic"
"J","Uno, Y; Nakao, S; Yamai, Y; Koyama, R; Kanechi, M; Inagaki, N","Callus formation, plant regeneration, and transient expression in the halophyte sea aster (Aster tripolium L.)","PLANT CELL TISSUE AND ORGAN CULTURE",2009,"Transgenic"
"J","Zhang, JF; Wedegaertner, T; Idowu, OJ; Flynn, R; Hughs, SE; Jones, DC","Registration of 'NuMex COT 15 GLS' Glandless Cotton","Journal of Plant Registrations",2016,"Transgenic"
"B","Craddock, JH; Perkins, MT","Chestnut (Castanea spp. Miller) Breeding","ADVANCES IN PLANT BREEDING STRATEGIES: Nut and Beverage Crops",2019,"Transgenic"
"J","Ochatt, S; Conreux, C; Mcolo, RM; Despierre, G; Magnin-Robert, JB; Raffiot, B","Phytosulfokine-alpha, an enhancer of in vitro regeneration competence in recalcitrant legumes","PLANT CELL TISSUE AND ORGAN CULTURE",2018,"Transgenic"
"J","Yang, B; Rahman, MH; Liang, Y; Shah, S; Kav, NNV","Characterization of Defense Signaling Pathways of Brassica napus and Brassica carinata in Response to Sclerotinia sclerotiorum Challenge","PLANT MOLECULAR BIOLOGY REPORTER",2010,"Transgenic"
"J","Hetherington, FM; Kakkar, M; Topping, JF; Lindsey, K","Gibberellin signaling mediates lateral root inhibition in response to K+-deprivation","PLANT PHYSIOLOGY",2021,"Transgenic"
"J","Agrawal, DC; Banerjee, AK; Kolala, RR; Dhage, AB; Kulkarni, AV; Nalawade, SM; Hazra, S; Krishnamurthy, KV","In vitro induction of multiple shoots and plant regeneration in cotton (Gossypium hirsutum L)","PLANT CELL REPORTS",1997,"Transgenic"
"J","Leibman-Markus, M; Gupta, R; Schuster, S; Avni, A; Bar, M","Members of the tomato NRC4 h-NLR family augment each other in promoting basal immunity","PLANT SCIENCE",2023,"Transgenic"
"J","Shafrin, F; Das, SS; Sanan-Mishra, N; Khan, H","Artificial miRNA-mediated down-regulation of two monolignoid biosynthetic genes (C3H and F5H) cause reduction in lignin content in jute","PLANT MOLECULAR BIOLOGY",2015,"Transgenic"
"J","Tsou, PL; Lee, SY; Allen, NS; Winter-Sederoff, H; Robertson, D","An ER-targeted calcium-binding peptide confers salt and drought tolerance mediated by CIPK6 in Arabidopsis","PLANTA",2012,"Transgenic"
"J","Wang, JW; Niu, WQ; Li, Y","Nitrogen and Phosphorus Absorption and Yield of Tomato Increased by Regulating the Bacterial Community under Greenhouse Conditions via the Alternate Drip Irrigation Method","AGRONOMY-BASEL",2020,"Transgenic"
"J","Parsons, JL; Cameron, SI; Harris, CS; Smith, ML","Echinacea biotechnology: advances, commercialization and future considerations","PHARMACEUTICAL BIOLOGY",2018,"Transgenic"
"S","Fazio, G; Robinson, TL; Aldwinckle, HS","The Geneva Apple Rootstock Breeding Program","PLANT BREEDING REVIEWS, VOL 39",2015,"Transgenic"
"J","Nagegowda, DA; Ramalingam, S; Hemmerlin, A; Bach, TJ; Chye, ML","Brassica juncea HMG-CoA synthase: localization of mRNA and protein","PLANTA",2005,"Transgenic"
"J","Ling, L; An, YM; Wang, D; Tang, L; Du, BH; Shu, YJ; Bai, Y; Guo, CH","Proteomic analysis reveals responsive mechanisms for saline-alkali stress in alfalfa","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2022,"Transgenic"
"J","Muro-Villanueva, F; Kim, H; Ralph, J; Chapple, C","H-lignin can be deposited independently of CINNAMYL ALCOHOL DEHYDROGENASE C and D in Arabidopsis","PLANT PHYSIOLOGY",2022,"Transgenic"
"J","Ali, MY; Krishnamurthy, L; Saxena, NP; Rupela, OP; Kumar, J; Johansen, C","Scope for genetic manipulation of mineral acquisition in chickpea","PLANT AND SOIL",2002,"Transgenic"
"J","Li, T; Sun, Y; Chen, Y; Gao, Y; Gao, HL; Liu, BL; Xue, JA; Li, RZ; Jia, XY","Characterisation of two novel genes encoding Delta 9 fatty acid desaturases (CeSADs) for oleic acid accumulation in the oil-rich tuber of Cyperus esculentus","PLANT SCIENCE",2022,"Transgenic"
"J","An, JP; Li, R; Qu, FJ; You, CX; Wang, XF; Hao, YJ","R2R3-MYB transcription factor MdMYB23 is involved in the cold tolerance and proanthocyanidin accumulation in apple","PLANT JOURNAL",2018,"Transgenic"
"J","Marathe, R; Anandalakshmi, R; Smith, TH; Pruss, GJ; Vance, VB","RNA viruses as inducers, suppressors and targets of post-transcriptional gene silencing","PLANT MOLECULAR BIOLOGY",2000,"Transgenic"
"J","DOELLING, JH; PIKAARD, CS","TRANSIENT EXPRESSION IN ARABIDOPSIS-THALIANA PROTOPLASTS DERIVED FROM RAPIDLY ESTABLISHED CELL-SUSPENSION CULTURES","PLANT CELL REPORTS",1993,"Transgenic"
"J","Andres, J; Caruana, J; Liang, JH; Samad, S; Monfort, A; Liu, ZC; Hytonen, T; Koskela, EA","Woodland strawberry axillary bud fate is dictated by a crosstalk of environmental and endogenous factors","PLANT PHYSIOLOGY",2021,"Transgenic"
"J","Jeknic, Z; Pillman, KA; Dhillon, T; Skinner, JS; Veisz, O; Cuesta-Marcos, A; Hayes, PM; Jacobs, AK; Chen, THH; Stockinger, EJ","Hv-CBF2A overexpression in barley accelerates COR gene transcript accumulation and acquisition of freezing tolerance during cold acclimation","PLANT MOLECULAR BIOLOGY",2014,"Transgenic"
"J","Guo, YW; Nassar, S; Ma, LQ; Feng, GP; Li, X; Chen, M; Chai, TY; Abdel-Rahman, IAM; Beuerle, T; Beerhues, L; Wang, H; Liu, BY","Octaketide Synthase from Polygonum cuspidatum Implements Emodin Biosynthesis in Arabidopsis thaliana","PLANT AND CELL PHYSIOLOGY",2021,"Transgenic"
"J","Lopez-Calcagno, PE; Abuzaid, AO; Lawson, T; Raines, CA","Arabidopsis CP12 mutants have reduced levels of phosphoribulokinase and impaired function of the Calvin-Benson cycle","JOURNAL OF EXPERIMENTAL BOTANY",2017,"Transgenic"
"J","Lv, ZY; Zhang, L; Chen, LX; Zhang, FY; Tang, KX","The Artemisia annua FLOWERING LOCUS T Homolog 2, AaFT2, is a key regulator of flowering time","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2018,"Transgenic"
"J","Rousonelos, SL; Lee, RM; Moreira, MS; VanGessel, MJ; Tranel, PJ","Characterization of a Common Ragweed (Ambrosia artemisiifolia) Population Resistant to ALS- and PPO-Inhibiting Herbicides","WEED SCIENCE",2012,"Transgenic"
"J","Wany, A; Kumar, A; Nallapeta, S; Jha, S; Nigam, VK; Pandey, DM","Extraction and characterization of essential oil components based on geraniol and citronellol from Java citronella (Cymbopogon winterianus Jowitt)","PLANT GROWTH REGULATION",2014,"Transgenic"
"J","Srivastava, AK; Singh, S","Zinc Nutrition in 'Nagpur' Mandarin on Haplustert","JOURNAL OF PLANT NUTRITION",2009,"Transgenic"
"J","Joensuu, JJ; Conley, AJ; Lienemann, M; Brandle, JE; Linder, MB; Menassa, R","Hydrophobin Fusions for High-Level Transient Protein Expression and Purification in Nicotiana benthamiana","PLANT PHYSIOLOGY",2010,"Transgenic"
"J","Taira, M; Valtersson, U; Burkhardt, B; Ludwig, RA","Arabidopsis thaliana GLN2-encoded glutamine synthetase is dual targeted to leaf mitochondria and chloroplasts","PLANT CELL",2004,"Transgenic"
"J","Jiang, XF; Su, Y; Wang, ML","Mapping of a novel clubroot disease resistance locus in Brassica napus and related functional identification","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Pardo-Novoa, JC; Arreaga-Gonzalez, HM; Galvan-Gomez, S; Rodriguez-Garcia, G; del Rio, RE; Cerda-Garcia-Rojas, M; Joseph-Nathan, P; Gomez-Hurtado, MA","Biomimetic Transformation of p-Menthene Glucosides into p-Cymenes and Carvotanacetone","JOURNAL OF NATURAL PRODUCTS",2019,"Transgenic"
"J","Pomar, F; Merino, F; Barcelo, AR","O-4-linked coniferyl and sinapyl aldehydes in lignifying cell walls are the main targets of the Wiesner (phloroglucinol-HCl) reaction","PROTOPLASMA",2002,"Transgenic"
"J","Dai, JL; Duan, LS; Dong, HZ","IMPROVED NUTRIENT UPTAKE ENHANCES COTTON GROWTH AND SALINITY TOLERANCE IN SALINE MEDIA","JOURNAL OF PLANT NUTRITION",2014,"Transgenic"
"J","Wang, EM; Wagner, GJ","Elucidation of the functions of genes central to diterpene metabolism in tobacco trichomes using posttranscriptional gene silencing","PLANTA",2003,"Transgenic"
"J","Srivastava, VK; Raikwar, S; Tuteja, R; Tuteja, N","Ectopic expression of phloem motor protein pea forisome PsSEO-F1 enhances salinity stress tolerance in tobacco","PLANT CELL REPORTS",2016,"Transgenic"
"J","GLEASON, ML; BRAUN, EJ; CARLTON, WM; PETERSON, RH","SURVIVAL AND DISSEMINATION OF CLAVIBACTER-MICHIGANENSIS SUBSP MICHIGANENSIS IN TOMATOES","PHYTOPATHOLOGY",1991,"Transgenic"
"J","Guo, YH; Song, XQ; Zhao, ST; Lv, JX; Lu, MZ","A transient gene expression system in Populus euphratica Oliv. protoplasts prepared from suspension cultured cells","ACTA PHYSIOLOGIAE PLANTARUM",2015,"Transgenic"
"J","Rajesh, M; Sivanandhan, G; Jeyaraj, M; Chackravarthy, R; Manickavasagam, M; Selvaraj, N; Ganapathi, A","An efficient in vitro system for somatic embryogenesis and podophyllotoxin production in Podophyllum hexandrum Royle","PROTOPLASMA",2014,"Transgenic"
"J","Yin, X; Yang, YQ; Lv, YQ; Li, Y; Yang, DN; Yue, YL; Yang, YP","BrrICE1.1 is associated with putrescine synthesis through regulation of the arginine decarboxylase gene in freezing tolerance of turnip (Brassica rapa var. rapa)","BMC PLANT BIOLOGY",2020,"Transgenic"
"J","Evanylo, GK","Effects of biosolids application timing and soil texture on nitrogen availability for corn","COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS",2003,"Transgenic"
"J","Hong, PP; Wang, M; Zhi, LT; Chen, HW; Liu, KF; Wang, HL","Molecular Basis of Unique Branching Phenotypes in Salvia splendens and the Role of PSY","PHYTON-INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY",2022,"Transgenic"
"J","Whitney, SM; Baldett, P; Hudson, GS; Andrews, TJ","Form I Rubiscos from non-green algae are expressed abundantly but not assembled in tobacco chloroplasts","PLANT JOURNAL",2001,"Transgenic"
"J","Pei, TL; Ma, PD; Ding, K; Liu, SJ; Jia, YY; Ru, M; Dong, JE; Liang, ZS","SmJAZ8 acts as a core repressor regulating JA-induced biosynthesis of salvianolic acids and tanshinones in Salvia miltiorrhiza hairy roots","JOURNAL OF EXPERIMENTAL BOTANY",2018,"Transgenic"
"J","Ye, J; Wang, Y; Wang, Y; Hong, L; Kang, J; Jia, Y; Li, M; Chen, Y; Wu, Z; Wang, H","Improvement of soil acidification and ammonium nitrogen content in tea plantations by long-term use of organic fertilizer","PLANT BIOLOGY",2023,"Transgenic"
"J","Li, T; Natran, A; Chen, YJ; Vercruysse, J; Wang, K; Gonzalez, N; Dubois, M; Inze, D","A genetics screen highlights emerging roles for CPL3, RST1 and URT1 in RNA metabolism and silencing","NATURE PLANTS",2019,"Transgenic"
"S","Rendon-Anaya, M; Herrera-Estrella, A","Requirement of Whole-Genome Sequencing","COMMON BEAN GENOME",2017,"Transgenic"
"J","Lee, SB; Kim, Y; Lee, J; Oh, KJ; Byun, MO; Jeong, M; Bae, SC","Stable expression of the sweet protein monellin variant MNEI in tobacco chloroplasts","PLANT BIOTECHNOLOGY REPORTS",2012,"Transgenic"
"J","Salvucci, ME","Association of Rubisco activase with chaperonin-60 beta: a possible mechanism for protecting photosynthesis during heat stress","JOURNAL OF EXPERIMENTAL BOTANY",2008,"Transgenic"
"J","Bergman, ME; Franks, AE; Phillips, MA","Biosynthesis, natural distribution, and biological activities of acyclic monoterpenes and their derivatives","PHYTOCHEMISTRY REVIEWS",2023,"Transgenic"
